skill_id,skill_name,category,subcategory,difficulty,related_skills,demand_score,skill_text,skill_tokens_lemmas
SK_00714,apache spark (expert),data,general,advanced,,6.59,apache spark (expert) data general advanced,apache spark expert datum general advance
SK_00715,apache spark (intermediate),data,general,advanced,,6.63,apache spark (intermediate) data general advanced,apache spark intermediate datum general advance
SK_00716,typescript (advanced),web frontend,general,advanced,,7.5,typescript (advanced) web frontend general advanced,typescript advanced web frontend general advance
SK_00717,typescript (senior),web frontend,general,advanced,,7.45,typescript (senior) web frontend general advanced,typescript senior web frontend general advance
SK_00718,typescript (junior),web frontend,general,advanced,,6.61,typescript (junior) web frontend general advanced,typescript junior web frontend general advance
SK_00719,typescript (expert),web frontend,general,advanced,,6.93,typescript (expert) web frontend general advanced,typescript expert web frontend general advance
SK_00720,typescript (intermediate),web frontend,general,advanced,,6.02,typescript (intermediate) web frontend general advanced,typescript intermediate web frontend general advance
SK_00721,network security (advanced),security,general,advanced,,6.7,network security (advanced) security general advanced,network security advanced security general advance
SK_00722,network security (senior),security,general,advanced,,6.02,network security (senior) security general advanced,network security senior security general advance
SK_00723,network security (junior),security,general,advanced,,6.85,network security (junior) security general advanced,network security junior security general advance
SK_00724,network security (expert),security,general,advanced,,6.59,network security (expert) security general advanced,network security expert security general advance
SK_00725,network security (intermediate),security,general,advanced,,7.45,network security (intermediate) security general advanced,network security intermediate security general advance
SK_00726,python scripting (advanced),ai/ml,general,intermediate,,8.64,python scripting (advanced) ai/ml general intermediate,python scripting advanced ai ml general intermediate
SK_00727,python scripting (senior),ai/ml,general,intermediate,,9.58,python scripting (senior) ai/ml general intermediate,python scripting senior ai ml general intermediate
SK_00728,python scripting (junior),ai/ml,general,intermediate,,8.76,python scripting (junior) ai/ml general intermediate,python scripting junior ai ml general intermediate
SK_00729,python scripting (expert),ai/ml,general,intermediate,,9.38,python scripting (expert) ai/ml general intermediate,python scripting expert ai ml general intermediate
SK_00730,python scripting (intermediate),ai/ml,general,intermediate,,9.36,python scripting (intermediate) ai/ml general intermediate,python scripting intermediate ai ml general intermediate
SK_00731,data warehouse (advanced),data,general,advanced,,7.07,data warehouse (advanced) data general advanced,datum warehouse advanced datum general advance
SK_00732,data warehouse (senior),data,general,advanced,,6.57,data warehouse (senior) data general advanced,datum warehouse senior datum general advance
SK_00733,data warehouse (junior),data,general,advanced,,7.74,data warehouse (junior) data general advanced,datum warehouse junior datum general advance
SK_00734,data warehouse (expert),data,general,advanced,,7.98,data warehouse (expert) data general advanced,datum warehouse expert datum general advance
SK_00735,data warehouse (intermediate),data,general,advanced,,6.3,data warehouse (intermediate) data general advanced,datum warehouse intermediate datum general advance
SK_00736,configuration management (advanced),devops,general,advanced,,6.1,configuration management (advanced) devops general advanced,configuration management advanced devop general advance
SK_00737,configuration management (senior),devops,general,advanced,,7.16,configuration management (senior) devops general advanced,configuration management senior devop general advance
SK_00738,configuration management (junior),devops,general,advanced,,7.72,configuration management (junior) devops general advanced,configuration management junior devop general advance
SK_00739,configuration management (expert),devops,general,advanced,,6.14,configuration management (expert) devops general advanced,configuration management expert devop general advance
SK_00740,configuration management (intermediate),devops,general,advanced,,6.18,configuration management (intermediate) devops general advanced,configuration management intermediate devop general advance
SK_00741,kafka (advanced),data,general,advanced,,6.92,kafka (advanced) data general advanced,kafka advanced datum general advance
SK_00742,kafka (senior),data,general,advanced,,6.31,kafka (senior) data general advanced,kafka senior datum general advance
SK_00743,kafka (junior),data,general,advanced,,7.36,kafka (junior) data general advanced,kafka junior datum general advance
SK_00744,kafka (expert),data,general,advanced,,6.77,kafka (expert) data general advanced,kafka expert datum general advance
SK_00745,kafka (intermediate),data,general,advanced,,6.1,kafka (intermediate) data general advanced,kafka intermediate datum general advance
SK_00746,hive (advanced),data,general,advanced,,7.28,hive (advanced) data general advanced,hive advanced datum general advance
SK_00747,hive (senior),data,general,advanced,,7.55,hive (senior) data general advanced,hive senior datum general advance
SK_00748,hive (junior),data,general,advanced,,6.93,hive (junior) data general advanced,hive junior datum general advance
SK_00749,hive (expert),data,general,advanced,,6.03,hive (expert) data general advanced,hive expert datum general advance
SK_00750,hive (intermediate),data,general,advanced,,7.33,hive (intermediate) data general advanced,hive intermediate datum general advance
SK_00751,jenkins (advanced),cloud & infrastructure,general,advanced,,6.44,jenkins (advanced) cloud & infrastructure general advanced,jenkin advanced cloud infrastructure general advance
SK_00752,jenkins (senior),cloud & infrastructure,general,advanced,,7.31,jenkins (senior) cloud & infrastructure general advanced,jenkins senior cloud infrastructure general advance
SK_00753,jenkins (junior),cloud & infrastructure,general,advanced,,6.38,jenkins (junior) cloud & infrastructure general advanced,jenkins junior cloud infrastructure general advance
SK_00754,jenkins (expert),cloud & infrastructure,general,advanced,,6.48,jenkins (expert) cloud & infrastructure general advanced,jenkins expert cloud infrastructure general advance
SK_00755,jenkins (intermediate),cloud & infrastructure,general,advanced,,6.74,jenkins (intermediate) cloud & infrastructure general advanced,jenkin intermediate cloud infrastructure general advance
SK_00756,hyperparameter tuning (advanced),ai/ml,general,advanced,,7.89,hyperparameter tuning (advanced) ai/ml general advanced,hyperparameter tuning advanced ai ml general advance
SK_00757,hyperparameter tuning (senior),ai/ml,general,advanced,,6.26,hyperparameter tuning (senior) ai/ml general advanced,hyperparameter tuning senior ai ml general advance
SK_00758,hyperparameter tuning (junior),ai/ml,general,advanced,,6.91,hyperparameter tuning (junior) ai/ml general advanced,hyperparameter tuning junior ai ml general advance
SK_00759,hyperparameter tuning (expert),ai/ml,general,advanced,,6.47,hyperparameter tuning (expert) ai/ml general advanced,hyperparameter tuning expert ai ml general advance
SK_00760,hyperparameter tuning (intermediate),ai/ml,general,advanced,,7.63,hyperparameter tuning (intermediate) ai/ml general advanced,hyperparameter tuning intermediate ai ml general advance
SK_00761,api gateway (advanced),devops,general,advanced,,7.62,api gateway (advanced) devops general advanced,api gateway advanced devop general advance
SK_00762,api gateway (senior),devops,general,advanced,,7.85,api gateway (senior) devops general advanced,api gateway senior devop general advance
SK_00763,api gateway (junior),devops,general,advanced,,7.03,api gateway (junior) devops general advanced,api gateway junior devop general advance
SK_00764,api gateway (expert),devops,general,advanced,,7.81,api gateway (expert) devops general advanced,api gateway expert devop general advance
SK_00765,api gateway (intermediate),devops,general,advanced,,7.73,api gateway (intermediate) devops general advanced,api gateway intermediate devop general advance
SK_00766,nuxt.js (advanced),web frontend,general,advanced,,7.87,nuxt.js (advanced) web frontend general advanced,nuxt.js advanced web frontend general advance
SK_00767,nuxt.js (senior),web frontend,general,advanced,,7.99,nuxt.js (senior) web frontend general advanced,nuxt.js senior web frontend general advance
SK_00768,nuxt.js (junior),web frontend,general,advanced,,7.55,nuxt.js (junior) web frontend general advanced,nuxt.js junior web frontend general advance
SK_00769,nuxt.js (expert),web frontend,general,advanced,,6.31,nuxt.js (expert) web frontend general advanced,nuxt.js expert web frontend general advance
SK_00770,nuxt.js (intermediate),web frontend,general,advanced,,7.04,nuxt.js (intermediate) web frontend general advanced,nuxt.js intermediate web frontend general advance
SK_00771,feature engineering (advanced),ai/ml,general,advanced,,6.87,feature engineering (advanced) ai/ml general advanced,feature engineering advanced ai ml general advance
SK_00772,feature engineering (senior),ai/ml,general,advanced,,6.5,feature engineering (senior) ai/ml general advanced,feature engineering senior ai ml general advance
SK_00773,feature engineering (junior),ai/ml,general,advanced,,6.06,feature engineering (junior) ai/ml general advanced,feature engineering junior ai ml general advance
SK_00774,feature engineering (expert),ai/ml,general,advanced,,7.74,feature engineering (expert) ai/ml general advanced,feature engineering expert ai ml general advance
SK_00775,feature engineering (intermediate),ai/ml,general,advanced,,7.13,feature engineering (intermediate) ai/ml general advanced,feature engineering intermediate ai ml general advance
SK_00776,soc 2 (advanced),security,general,advanced,,6.6,soc 2 (advanced) security general advanced,soc 2 advanced security general advance
SK_00777,soc 2 (senior),security,general,advanced,,7.57,soc 2 (senior) security general advanced,soc 2 senior security general advance
SK_00778,soc 2 (junior),security,general,advanced,,6.96,soc 2 (junior) security general advanced,soc 2 junior security general advance
SK_00779,soc 2 (expert),security,general,advanced,,6.35,soc 2 (expert) security general advanced,soc 2 expert security general advance
SK_00780,soc 2 (intermediate),security,general,advanced,,7.59,soc 2 (intermediate) security general advanced,soc 2 intermediate security general advance
SK_00781,reinforcement learning (advanced),ai/ml,general,advanced,,7.96,reinforcement learning (advanced) ai/ml general advanced,reinforcement learning advanced ai ml general advance
SK_00782,reinforcement learning (senior),ai/ml,general,advanced,,7.22,reinforcement learning (senior) ai/ml general advanced,reinforcement learning senior ai ml general advance
SK_00783,reinforcement learning (junior),ai/ml,general,advanced,,6.01,reinforcement learning (junior) ai/ml general advanced,reinforcement learning junior ai ml general advance
SK_00784,reinforcement learning (expert),ai/ml,general,advanced,,6.83,reinforcement learning (expert) ai/ml general advanced,reinforcement learning expert ai ml general advance
SK_00785,reinforcement learning (intermediate),ai/ml,general,advanced,,6.06,reinforcement learning (intermediate) ai/ml general advanced,reinforcement learning intermediate ai ml general advance
SK_00786,problem solving (advanced),soft skills,general,advanced,,7.4,problem solving (advanced) soft skills general advanced,problem solve advanced soft skill general advanced
SK_00787,problem solving (senior),soft skills,general,advanced,,6.11,problem solving (senior) soft skills general advanced,problem solve senior soft skill general advanced
SK_00788,problem solving (junior),soft skills,general,advanced,,6.06,problem solving (junior) soft skills general advanced,problem solve junior soft skill general advanced
SK_00789,problem solving (expert),soft skills,general,advanced,,7.29,problem solving (expert) soft skills general advanced,problem solve expert soft skill general advanced
SK_00790,problem solving (intermediate),soft skills,general,advanced,,7.84,problem solving (intermediate) soft skills general advanced,problem solve intermediate soft skill general advanced
SK_00791,bootstrap (advanced),web frontend,general,advanced,,6.02,bootstrap (advanced) web frontend general advanced,bootstrap advanced web frontend general advance
SK_00792,bootstrap (senior),web frontend,general,advanced,,7.3,bootstrap (senior) web frontend general advanced,bootstrap senior web frontend general advance
SK_00793,bootstrap (junior),web frontend,general,advanced,,7.76,bootstrap (junior) web frontend general advanced,bootstrap junior web frontend general advance
SK_00794,bootstrap (expert),web frontend,general,advanced,,7.51,bootstrap (expert) web frontend general advanced,bootstrap expert web frontend general advance
SK_00795,bootstrap (intermediate),web frontend,general,advanced,,7.14,bootstrap (intermediate) web frontend general advanced,bootstrap intermediate web frontend general advance
SK_00796,time management (advanced),soft skills,general,advanced,,6.56,time management (advanced) soft skills general advanced,time management advanced soft skill general advanced
SK_00797,time management (senior),soft skills,general,advanced,,6.58,time management (senior) soft skills general advanced,time management senior soft skill general advanced
SK_00798,time management (junior),soft skills,general,advanced,,7.95,time management (junior) soft skills general advanced,time management junior soft skill general advanced
SK_00799,time management (expert),soft skills,general,advanced,,7.11,time management (expert) soft skills general advanced,time management expert soft skill general advanced
SK_00800,time management (intermediate),soft skills,general,advanced,,6.21,time management (intermediate) soft skills general advanced,time management intermediate soft skill general advanced
SK_00801,cost optimization (advanced),cloud & infrastructure,general,advanced,,7.2,cost optimization (advanced) cloud & infrastructure general advanced,cost optimization advanced cloud infrastructure general advance
SK_00802,cost optimization (senior),cloud & infrastructure,general,advanced,,6.65,cost optimization (senior) cloud & infrastructure general advanced,cost optimization senior cloud infrastructure general advance
SK_00803,cost optimization (junior),cloud & infrastructure,general,advanced,,7.16,cost optimization (junior) cloud & infrastructure general advanced,cost optimization junior cloud infrastructure general advance
SK_00804,cost optimization (expert),cloud & infrastructure,general,advanced,,6.04,cost optimization (expert) cloud & infrastructure general advanced,cost optimization expert cloud infrastructure general advance
SK_00805,cost optimization (intermediate),cloud & infrastructure,general,advanced,,6.45,cost optimization (intermediate) cloud & infrastructure general advanced,cost optimization intermediate cloud infrastructure general advance
SK_00806,leadership (advanced),soft skills,general,advanced,,6.92,leadership (advanced) soft skills general advanced,leadership advanced soft skill general advanced
SK_00807,leadership (senior),soft skills,general,advanced,,7.37,leadership (senior) soft skills general advanced,leadership senior soft skill general advanced
SK_00808,leadership (junior),soft skills,general,advanced,,6.2,leadership (junior) soft skills general advanced,leadership junior soft skill general advanced
SK_00809,leadership (expert),soft skills,general,advanced,,6.74,leadership (expert) soft skills general advanced,leadership expert soft skill general advanced
SK_00810,leadership (intermediate),soft skills,general,advanced,,6.44,leadership (intermediate) soft skills general advanced,leadership intermediate soft skill general advanced
SK_00811,postgresql (advanced),web backend,general,intermediate,,6.59,postgresql (advanced) web backend general intermediate,postgresql advanced web backend general intermediate
SK_00812,postgresql (senior),web backend,general,intermediate,,7.5,postgresql (senior) web backend general intermediate,postgresql senior web backend general intermediate
SK_00813,postgresql (junior),web backend,general,intermediate,,7.88,postgresql (junior) web backend general intermediate,postgresql junior web backend general intermediate
SK_00814,postgresql (expert),web backend,general,intermediate,,6.38,postgresql (expert) web backend general intermediate,postgresql expert web backend general intermediate
SK_00815,postgresql (intermediate),web backend,general,intermediate,,6.03,postgresql (intermediate) web backend general intermediate,postgresql intermediate web backend general intermediate
SK_00816,svelte (advanced),web frontend,general,advanced,,7.44,svelte (advanced) web frontend general advanced,svelte advanced web frontend general advance
SK_00817,svelte (senior),web frontend,general,advanced,,7.39,svelte (senior) web frontend general advanced,svelte senior web frontend general advance
SK_00818,svelte (junior),web frontend,general,advanced,,6.14,svelte (junior) web frontend general advanced,svelte junior web frontend general advance
SK_00819,svelte (expert),web frontend,general,advanced,,7.59,svelte (expert) web frontend general advanced,svelte expert web frontend general advance
SK_00820,svelte (intermediate),web frontend,general,advanced,,7.37,svelte (intermediate) web frontend general advanced,svelte intermediate web frontend general advance
SK_00821,data science (advanced),ai/ml,general,advanced,,7.17,data science (advanced) ai/ml general advanced,data science advanced ai ml general advance
SK_00822,data science (senior),ai/ml,general,advanced,,6.8,data science (senior) ai/ml general advanced,data science senior ai ml general advance
SK_00823,data science (junior),ai/ml,general,advanced,,7.56,data science (junior) ai/ml general advanced,data science junior ai ml general advance
SK_00824,data science (expert),ai/ml,general,advanced,,7.46,data science (expert) ai/ml general advanced,data science expert ai ml general advance
SK_00825,data science (intermediate),ai/ml,general,advanced,,7.06,data science (intermediate) ai/ml general advanced,data science intermediate ai ml general advance
SK_00826,prometheus (advanced),devops,general,advanced,,6.13,prometheus (advanced) devops general advanced,prometheus advanced devop general advance
SK_00827,prometheus (senior),devops,general,advanced,,7.62,prometheus (senior) devops general advanced,prometheus senior devop general advance
SK_00828,prometheus (junior),devops,general,advanced,,7.78,prometheus (junior) devops general advanced,prometheus junior devop general advance
SK_00829,prometheus (expert),devops,general,advanced,,7.74,prometheus (expert) devops general advanced,prometheus expert devop general advance
SK_00830,prometheus (intermediate),devops,general,advanced,,6.17,prometheus (intermediate) devops general advanced,prometheus intermediate devop general advance
SK_00831,azure (advanced),cloud & infrastructure,general,advanced,,6.96,azure (advanced) cloud & infrastructure general advanced,azure advanced cloud infrastructure general advance
SK_00832,azure (senior),cloud & infrastructure,general,advanced,,6.13,azure (senior) cloud & infrastructure general advanced,azure senior cloud infrastructure general advance
SK_00833,azure (junior),cloud & infrastructure,general,advanced,,7.86,azure (junior) cloud & infrastructure general advanced,azure junior cloud infrastructure general advance
SK_00834,azure (expert),cloud & infrastructure,general,advanced,,6.57,azure (expert) cloud & infrastructure general advanced,azure expert cloud infrastructure general advance
SK_00835,azure (intermediate),cloud & infrastructure,general,advanced,,7.03,azure (intermediate) cloud & infrastructure general advanced,azure intermediate cloud infrastructure general advance
SK_00836,presto (advanced),data,general,advanced,,6.65,presto (advanced) data general advanced,presto advanced datum general advance
SK_00837,presto (senior),data,general,advanced,,7.95,presto (senior) data general advanced,presto senior datum general advance
SK_00838,presto (junior),data,general,advanced,,6.61,presto (junior) data general advanced,presto junior datum general advance
SK_00839,presto (expert),data,general,advanced,,6.33,presto (expert) data general advanced,presto expert datum general advance
SK_00840,presto (intermediate),data,general,advanced,,6.34,presto (intermediate) data general advanced,presto intermediate datum general advance
SK_00841,react advanced,web frontend,general,intermediate,,9.81,react advanced web frontend general intermediate,react advanced web frontend general intermediate
SK_00842,react intermediate,web frontend,general,intermediate,,9.36,react intermediate web frontend general intermediate,react intermediate web frontend general intermediate
SK_00843,react beginner,web frontend,general,beginner,,9.83,react beginner web frontend general beginner,react beginner web frontend general beginner
SK_00844,react expert,web frontend,general,intermediate,,9.58,react expert web frontend general intermediate,react expert web frontend general intermediate
SK_00845,django advanced,web backend,general,advanced,,7.01,django advanced web backend general advanced,django advanced web backend general advance
SK_00846,django intermediate,web backend,general,advanced,,7.13,django intermediate web backend general advanced,django intermediate web backend general advance
SK_00847,django beginner,web backend,general,beginner,,7.23,django beginner web backend general beginner,django beginner web backend general beginner
SK_00848,django expert,web backend,general,advanced,,6.45,django expert web backend general advanced,django expert web backend general advance
SK_00849,fastapi advanced,web backend,general,advanced,,7.23,fastapi advanced web backend general advanced,fastapi advanced web backend general advance
SK_00850,fastapi intermediate,web backend,general,advanced,,7.43,fastapi intermediate web backend general advanced,fastapi intermediate web backend general advance
SK_00851,fastapi beginner,web backend,general,beginner,,6.27,fastapi beginner web backend general beginner,fastapi beginner web backend general beginner
SK_00852,fastapi expert,web backend,general,advanced,,6.96,fastapi expert web backend general advanced,fastapi expert web backend general advance
SK_00853,postgresql advanced,web backend,general,intermediate,,6.54,postgresql advanced web backend general intermediate,postgresql advanced web backend general intermediate
SK_00854,postgresql intermediate,web backend,general,intermediate,,6.82,postgresql intermediate web backend general intermediate,postgresql intermediate web backend general intermediate
SK_00855,postgresql beginner,web backend,general,beginner,,7.63,postgresql beginner web backend general beginner,postgresql beginner web backend general beginner
SK_00856,postgresql expert,web backend,general,intermediate,,6.69,postgresql expert web backend general intermediate,postgresql expert web backend general intermediate
SK_00857,docker advanced,cloud & infrastructure,general,advanced,,9.92,docker advanced cloud & infrastructure general advanced,docker advanced cloud infrastructure general advance
SK_00858,docker intermediate,cloud & infrastructure,general,advanced,,9.95,docker intermediate cloud & infrastructure general advanced,docker intermediate cloud infrastructure general advance
SK_00859,docker beginner,cloud & infrastructure,general,beginner,,9.31,docker beginner cloud & infrastructure general beginner,docker beginner cloud infrastructure general beginner
SK_00860,docker expert,cloud & infrastructure,general,advanced,,8.87,docker expert cloud & infrastructure general advanced,docker expert cloud infrastructure general advance
SK_00861,kubernetes advanced,cloud & infrastructure,general,advanced,,9.03,kubernetes advanced cloud & infrastructure general advanced,kubernete advanced cloud infrastructure general advance
SK_00862,kubernetes intermediate,cloud & infrastructure,general,advanced,,9.28,kubernetes intermediate cloud & infrastructure general advanced,kubernete intermediate cloud infrastructure general advance
SK_00863,kubernetes beginner,cloud & infrastructure,general,beginner,,8.72,kubernetes beginner cloud & infrastructure general beginner,kubernetes beginner cloud infrastructure general beginner
SK_00864,kubernetes expert,cloud & infrastructure,general,advanced,,9.15,kubernetes expert cloud & infrastructure general advanced,kubernetes expert cloud infrastructure general advance
SK_00865,aws advanced,cloud & infrastructure,general,advanced,,9.99,aws advanced cloud & infrastructure general advanced,aws advanced cloud infrastructure general advance
SK_00866,aws intermediate,cloud & infrastructure,general,advanced,,9.07,aws intermediate cloud & infrastructure general advanced,aw intermediate cloud infrastructure general advance
SK_00867,aws beginner,cloud & infrastructure,general,beginner,,9.35,aws beginner cloud & infrastructure general beginner,aws beginner cloud infrastructure general beginner
SK_00868,aws expert,cloud & infrastructure,general,advanced,,9.55,aws expert cloud & infrastructure general advanced,aws expert cloud infrastructure general advance
SK_00869,azure advanced,cloud & infrastructure,general,advanced,,6.1,azure advanced cloud & infrastructure general advanced,azure advanced cloud infrastructure general advance
SK_00870,azure intermediate,cloud & infrastructure,general,advanced,,6.39,azure intermediate cloud & infrastructure general advanced,azure intermediate cloud infrastructure general advance
SK_00871,azure beginner,cloud & infrastructure,general,beginner,,6.16,azure beginner cloud & infrastructure general beginner,azure beginner cloud infrastructure general beginner
SK_00872,azure expert,cloud & infrastructure,general,advanced,,7.72,azure expert cloud & infrastructure general advanced,azure expert cloud infrastructure general advance
