mapping_id,job_title,skill_name,importance_weight,required_level
MAP_01350,Incident Response Engineer,Microservices,0.69,Beginner
MAP_01351,Incident Response Engineer,Time Management,0.99,Beginner
MAP_01352,Incident Response Engineer,Redux,0.78,Beginner
MAP_01353,Network Engineer,Zustand,0.8,Intermediate
MAP_01354,Network Engineer,Data Visualization,0.72,Advanced
MAP_01355,Network Engineer,GPT,0.75,Intermediate
MAP_01356,CTO,ETL,0.62,Intermediate
MAP_01357,CTO,Hyperparameter Tuning,0.61,Intermediate
MAP_01358,QA Engineer,Nuxt.js,0.67,Intermediate
MAP_01359,QA Engineer,Responsive Design,0.83,Advanced
MAP_01360,AWS Solutions Architect,Python,0.82,Advanced
MAP_01361,AWS Solutions Architect,Machine Learning,0.89,Intermediate
MAP_01362,AWS Solutions Architect,Communication,0.78,Beginner
MAP_01363,AWS Solutions Architect,Python Scripting,0.68,Beginner
MAP_01364,Senior Machine Learning Engineer,Authentication,0.85,Beginner
MAP_01365,Senior Machine Learning Engineer,Cryptography,0.93,Advanced
MAP_01366,Computer Vision Engineer,Transformers,0.69,Beginner
MAP_01367,Computer Vision Engineer,Go,0.63,Advanced
MAP_01368,Computer Vision Engineer,React,0.68,Advanced
MAP_01369,Senior DevOps Engineer,Hive,0.96,Beginner
MAP_01370,Senior DevOps Engineer,Data Visualization,0.91,Beginner
MAP_01371,Automation Engineer,Monitoring,0.81,Advanced
MAP_01372,Automation Engineer,Vite,0.96,Beginner
MAP_01373,Security Architect,OWASP,0.68,Intermediate
MAP_01374,Security Architect,Python Scripting,0.69,Advanced
MAP_01375,Security Architect,Vulnerability Assessment,0.86,Intermediate
MAP_01376,Security Architect,Threat Modeling,0.68,Beginner
MAP_01377,Senior Frontend Engineer,API Gateway,0.8,Intermediate
MAP_01378,Senior Frontend Engineer,MongoDB,0.67,Advanced
MAP_01379,Senior Frontend Engineer,Statistics,0.81,Intermediate
MAP_01380,Senior Frontend Engineer,Python Scripting,0.76,Intermediate
MAP_01381,Computer Vision Engineer,Authorization,0.61,Beginner
MAP_01382,Computer Vision Engineer,Google Cloud Platform,0.78,Intermediate
MAP_01383,Computer Vision Engineer,Docker,0.93,Beginner
MAP_01384,Data Engineer,Service Mesh,0.68,Intermediate
MAP_01385,Data Engineer,Threat Modeling,0.68,Intermediate
MAP_01386,AWS Solutions Architect,Probability,0.63,Advanced
MAP_01387,AWS Solutions Architect,Authorization,0.73,Advanced
MAP_01388,AWS Solutions Architect,Monitoring,0.61,Beginner
MAP_01389,AWS Solutions Architect,JavaScript,0.77,Intermediate
MAP_01390,DevOps Engineer,Rust,0.98,Advanced
MAP_01391,DevOps Engineer,OAuth,0.96,Advanced
MAP_01392,DevOps Engineer,CI/CD,0.7,Advanced
MAP_01393,DevOps Engineer,Grafana,0.72,Advanced
MAP_01394,Software Architect,Neural Networks,0.75,Advanced
MAP_01395,Software Architect,Docker,0.88,Intermediate
MAP_01396,Software Architect,Bash,0.96,Intermediate
MAP_01397,Software Architect,Svelte,0.92,Intermediate
MAP_01398,Senior QA Engineer,Message Queues,0.62,Advanced
MAP_01399,Senior QA Engineer,Infrastructure Automation,0.72,Beginner
MAP_01400,Senior QA Engineer,GDPR,0.98,Beginner
MAP_01401,Network Engineer,Data Science,0.78,Beginner
MAP_01402,Network Engineer,Django,0.78,Beginner
MAP_01403,Cloud Architect,GraphQL,0.69,Beginner
MAP_01404,Cloud Architect,OWASP,0.95,Intermediate
MAP_01405,Cloud Architect,HTML/CSS,0.63,Intermediate
MAP_01406,Cloud Architect,Message Queues,0.79,Intermediate
MAP_01407,Data Scientist,Security Architecture,0.78,Beginner
MAP_01408,Data Scientist,Prometheus,0.82,Beginner
MAP_01409,TypeScript Developer,Django,0.92,Beginner
MAP_01410,TypeScript Developer,CI/CD,0.96,Advanced
MAP_01411,TypeScript Developer,Angular,0.97,Advanced
MAP_01412,TypeScript Developer,Google Cloud Platform,0.86,Beginner
MAP_01413,Data Scientist,Redux,0.87,Advanced
MAP_01414,Data Scientist,Network Security,0.92,Advanced
MAP_01415,Data Scientist,Linux,0.79,Advanced
MAP_01416,Data Scientist,BERT,0.8,Advanced
MAP_01417,Analytics Engineer,Tailwind CSS,0.75,Advanced
MAP_01418,Analytics Engineer,Vulnerability Assessment,0.96,Intermediate
MAP_01419,Analytics Engineer,Observability,0.6,Beginner
MAP_01420,TypeScript Developer,Authorization,0.6,Advanced
MAP_01421,TypeScript Developer,Neural Networks,0.73,Intermediate
MAP_01422,Incident Response Engineer,Django,0.71,Intermediate
MAP_01423,Incident Response Engineer,Application Security,0.77,Advanced
MAP_01424,DevOps Engineer,Authentication,0.65,Advanced
MAP_01425,DevOps Engineer,Data Warehouse,0.95,Intermediate
MAP_01426,DevOps Engineer,JavaScript,0.65,Beginner
MAP_01427,Infrastructure Engineer,Nuxt.js,0.88,Beginner
MAP_01428,Infrastructure Engineer,Container Orchestration,0.72,Intermediate
MAP_01429,Infrastructure Engineer,Agile/Scrum,0.93,Advanced
MAP_01430,Penetration Tester,Hyperparameter Tuning,0.7,Intermediate
MAP_01431,Penetration Tester,Keras,0.83,Beginner
MAP_01432,Penetration Tester,GPT,0.93,Beginner
MAP_01433,Technical Lead,OWASP,0.89,Intermediate
MAP_01434,Technical Lead,Apache Flink,0.67,Advanced
MAP_01435,Computer Vision Engineer,Monitoring Tools,0.75,Intermediate
MAP_01436,Computer Vision Engineer,Bash,0.62,Intermediate
MAP_01437,CTO,ELK Stack,0.85,Beginner
MAP_01438,CTO,MySQL,0.74,Advanced
MAP_01439,Security Architect,Mentoring,0.84,Advanced
MAP_01440,Security Architect,DevOps,0.84,Intermediate
MAP_01441,Security Architect,Critical Thinking,0.76,Beginner
MAP_01442,Security Architect,Terraform,0.6,Advanced
MAP_01443,Big Data Engineer,Linux,0.61,Beginner
MAP_01444,Big Data Engineer,OWASP,0.91,Beginner
MAP_01445,Big Data Engineer,Keras,0.74,Beginner
MAP_01446,Full Stack Developer,RESTful APIs,0.99,Advanced
MAP_01447,Full Stack Developer,SSL/TLS,0.63,Beginner
MAP_01448,Data Architect,TypeScript,0.65,Intermediate
MAP_01449,Data Architect,Presto,0.7,Beginner
MAP_01450,Data Architect,TensorFlow,0.85,Intermediate
MAP_01451,Data Architect,Elasticsearch,0.94,Intermediate
MAP_01452,AI Research Scientist,Service Mesh,0.85,Intermediate
MAP_01453,AI Research Scientist,Stream Processing,0.7,Beginner
MAP_01454,AI Research Scientist,PostgreSQL,0.6,Beginner
MAP_01455,AI Research Scientist,Security Architecture,0.92,Beginner
MAP_01456,Backend Engineer,Auto Scaling,0.99,Advanced
MAP_01457,Backend Engineer,Grafana,0.91,Advanced
MAP_01458,Backend Engineer,Jest,0.69,Intermediate
MAP_01459,React Developer,Feature Engineering,0.79,Beginner
MAP_01460,React Developer,Leadership,0.64,Advanced
MAP_01461,React Developer,Data Science,0.97,Advanced
MAP_01462,React Developer,Time Management,0.73,Beginner
MAP_01463,Mobile Engineer,ETL,0.98,Beginner
MAP_01464,Mobile Engineer,Team Collaboration,0.62,Intermediate
MAP_01465,Mobile Engineer,Monitoring Tools,0.72,Intermediate
MAP_01466,Cloud Security Engineer,Django,0.87,Beginner
MAP_01467,Cloud Security Engineer,JavaScript,0.86,Intermediate
MAP_01468,Cloud Security Engineer,Communication,0.94,Intermediate
MAP_01469,Cloud Architect,SQL,0.89,Beginner
MAP_01470,Cloud Architect,Java,0.99,Advanced
MAP_01471,Analytics Engineer,Tableau,0.84,Advanced
MAP_01472,Analytics Engineer,Firewalls,0.61,Intermediate
MAP_01473,Analytics Engineer,Probability,0.73,Advanced
MAP_01474,Data Architect,Firewalls,0.65,Advanced
MAP_01475,Data Architect,Hadoop,0.82,Intermediate
MAP_01476,Data Architect,Critical Thinking,0.92,Beginner
MAP_01477,Senior Machine Learning Engineer,GDPR,0.79,Intermediate
MAP_01478,Senior Machine Learning Engineer,Presto,0.91,Beginner
MAP_01479,Senior Machine Learning Engineer,Hadoop,0.78,Advanced
MAP_01480,Python Developer,GraphQL,0.84,Advanced
MAP_01481,Python Developer,FastAPI,0.71,Beginner
MAP_01482,Games Engineer,Azure,0.63,Advanced
MAP_01483,Games Engineer,Observability,0.61,Intermediate
MAP_01484,Games Engineer,Python,0.63,Intermediate
MAP_01485,Games Engineer,Power BI,0.63,Intermediate
MAP_01486,Database Administrator,Kubernetes,0.86,Intermediate
MAP_01487,Database Administrator,Data Science,0.87,Beginner
MAP_01488,Database Administrator,OAuth,0.98,Intermediate
MAP_01489,Database Administrator,Communication,0.71,Advanced
MAP_01490,Automation Engineer,PyTorch,0.88,Advanced
MAP_01491,Automation Engineer,Tableau,0.89,Beginner
MAP_01492,Automation Engineer,Go,0.98,Advanced
MAP_01493,Automation Engineer,Feature Engineering,0.9,Beginner
MAP_01494,Cloud Architect,BERT,0.61,Beginner
MAP_01495,Cloud Architect,Infrastructure as Code,0.75,Beginner
MAP_01496,Node.js Developer,Infrastructure as Code,0.88,Intermediate
MAP_01497,Node.js Developer,Redis,0.86,Beginner
MAP_01498,Node.js Developer,JavaScript,0.72,Beginner
MAP_01499,Application Security Engineer,Project Management,0.64,Advanced
MAP_01500,Application Security Engineer,Python Scripting,0.99,Advanced
MAP_01501,Application Security Engineer,Responsive Design,0.95,Intermediate
MAP_01502,Senior Security Engineer,Azure,0.96,Advanced
MAP_01503,Senior Security Engineer,Python Scripting,0.71,Intermediate
MAP_01504,Senior Security Engineer,Deep Learning,0.94,Intermediate
MAP_01505,Senior Security Engineer,Configuration Management,0.62,Advanced
MAP_01506,Python Developer,Penetration Testing,0.9,Intermediate
MAP_01507,Python Developer,GPT,0.84,Beginner
MAP_01508,QA Engineer,GraphQL,0.66,Advanced
MAP_01509,QA Engineer,CI/CD,0.86,Intermediate
MAP_01510,QA Engineer,Kubernetes,0.74,Advanced
MAP_01511,QA Engineer,Hyperparameter Tuning,0.68,Beginner
MAP_01512,Engineering Manager,Power BI,0.86,Beginner
MAP_01513,Engineering Manager,JavaScript,0.84,Beginner
MAP_01514,Engineering Manager,OWASP,0.79,Intermediate
MAP_01515,Analytics Engineer,Bash,0.7,Intermediate
MAP_01516,Analytics Engineer,Monitoring,0.7,Intermediate
MAP_01517,Backend Engineer,Load Balancing,0.63,Beginner
MAP_01518,Backend Engineer,Data Pipeline,0.88,Intermediate
MAP_01519,Backend Engineer,Authentication,0.93,Advanced
MAP_01520,Senior Security Engineer,SSL/TLS,0.94,Advanced
MAP_01521,Senior Security Engineer,Terraform,0.91,Intermediate
MAP_01522,Senior Security Engineer,SRE,0.91,Beginner
MAP_01523,Frontend Engineer,Firewalls,0.68,Intermediate
MAP_01524,Frontend Engineer,Docker,0.64,Intermediate
MAP_01525,Frontend Engineer,GitHub Actions,0.96,Advanced
MAP_01526,Frontend Engineer,SQL,0.89,Advanced
MAP_01527,NLP Engineer,API Gateway,0.73,Beginner
MAP_01528,NLP Engineer,Redis,0.73,Advanced
MAP_01529,NLP Engineer,Kafka,0.69,Beginner
MAP_01530,NLP Engineer,DevOps,0.99,Beginner
MAP_01531,Data Engineer,Logging,0.69,Beginner
MAP_01532,Data Engineer,Data Warehouse,0.82,Intermediate
MAP_01533,Data Engineer,Authorization,0.87,Intermediate
MAP_01534,Data Engineer,Infrastructure as Code,0.83,Advanced
MAP_01535,Technical Lead,Power BI,0.91,Beginner
MAP_01536,Technical Lead,Deep Learning,0.86,Beginner
MAP_01537,Mobile Engineer,Elasticsearch,0.99,Intermediate
MAP_01538,Mobile Engineer,Next.js,0.79,Beginner
MAP_01539,Mobile Engineer,Data Warehouse,0.99,Beginner
MAP_01540,Technical Lead,SQL,0.86,Advanced
MAP_01541,Technical Lead,Configuration Management,0.69,Advanced
MAP_01542,Director of Engineering,JWT,0.78,Advanced
MAP_01543,Director of Engineering,Tailwind CSS,0.87,Beginner
MAP_01544,Director of Engineering,GitLab CI,0.96,Intermediate
MAP_01545,Director of Engineering,Rust,0.73,Advanced
MAP_01546,Systems Engineer,SOC 2,0.82,Intermediate
MAP_01547,Systems Engineer,Cost Optimization,0.74,Advanced
MAP_01548,Senior Frontend Engineer,Authentication,0.96,Intermediate
MAP_01549,Senior Frontend Engineer,Kafka,0.87,Beginner
MAP_01550,Senior Security Engineer,JWT,0.83,Beginner
MAP_01551,Senior Security Engineer,Kubernetes,0.76,Advanced
MAP_01552,Big Data Engineer,Container Orchestration,0.79,Intermediate
MAP_01553,Big Data Engineer,Kubernetes,0.84,Intermediate
MAP_01554,Big Data Engineer,Infrastructure Automation,0.84,Beginner
MAP_01555,VP of Engineering,Bootstrap,0.98,Advanced
MAP_01556,VP of Engineering,Data Visualization,0.76,Intermediate
MAP_01557,Cloud Architect,Flask,0.73,Beginner
MAP_01558,Cloud Architect,Performance Optimization,0.63,Advanced
MAP_01559,Analytics Engineer,ISO 27001,0.94,Beginner
MAP_01560,Analytics Engineer,Bash,0.67,Beginner
MAP_01561,Analytics Engineer,Data Visualization,0.64,Intermediate
MAP_01562,Python Developer,Message Queues,0.89,Advanced
MAP_01563,Python Developer,Flask,0.82,Beginner
MAP_01564,Python Developer,React,0.97,Beginner
MAP_01565,Director of Engineering,BERT,0.73,Beginner
MAP_01566,Director of Engineering,Apache Spark,0.96,Intermediate
MAP_01567,Director of Engineering,Adaptability,0.79,Advanced
MAP_01568,Director of Engineering,Penetration Testing,0.91,Intermediate
MAP_01569,Director of Engineering,TypeScript,0.67,Advanced
MAP_01570,Director of Engineering,Authorization,0.91,Advanced
MAP_01571,Director of Engineering,Presto,0.7,Beginner
MAP_01572,Systems Engineer,Authorization,0.68,Beginner
MAP_01573,Systems Engineer,Python,0.96,Intermediate
MAP_01574,Systems Engineer,Keras,0.92,Intermediate
MAP_01575,Systems Engineer,Load Balancing,0.95,Intermediate
MAP_01576,Cloud Architect,Statistics,0.63,Intermediate
MAP_01577,Cloud Architect,Apache Flink,0.73,Advanced
MAP_01578,Cloud Architect,Reinforcement Learning,0.9,Beginner
MAP_01579,Cloud Architect,Jenkins,0.97,Beginner
MAP_01580,Cloud Architect,OAuth,0.96,Advanced
MAP_01581,Cloud Architect,Angular,0.82,Beginner
MAP_01582,Cloud Architect,JWT,0.81,Intermediate
MAP_01583,ML Ops Engineer,Tailwind CSS,0.86,Advanced
MAP_01584,ML Ops Engineer,MySQL,0.86,Intermediate
MAP_01585,ML Ops Engineer,Critical Thinking,0.82,Beginner
MAP_01586,Product Manager,Deep Learning,0.73,Intermediate
MAP_01587,Product Manager,Responsive Design,0.82,Beginner
MAP_01588,Cloud Architect,Infrastructure Automation,0.65,Beginner
MAP_01589,Cloud Architect,GitLab CI,0.96,Beginner
MAP_01590,Cloud Architect,Bootstrap,0.74,Advanced
MAP_01591,Senior QA Engineer,Scikit-learn,0.79,Beginner
MAP_01592,Senior QA Engineer,BERT,0.84,Intermediate
MAP_01593,Senior QA Engineer,Material UI,0.85,Intermediate
MAP_01594,Senior QA Engineer,Leadership,0.82,Advanced
MAP_01595,Test Architect,Nuxt.js,0.88,Intermediate
MAP_01596,Test Architect,LLM,0.61,Beginner
MAP_01597,Test Architect,Responsive Design,0.71,Intermediate
MAP_01598,VP of Engineering,OAuth,0.88,Advanced
MAP_01599,VP of Engineering,JavaScript,0.99,Advanced
MAP_01600,VP of Engineering,Go,1.0,Beginner
MAP_01601,VP of Engineering,GitLab CI,0.61,Advanced
MAP_01602,AWS Solutions Architect,Container Orchestration,0.92,Advanced
MAP_01603,AWS Solutions Architect,OAuth,0.73,Beginner
MAP_01604,AWS Solutions Architect,Penetration Testing,0.7,Intermediate
MAP_01605,AWS Solutions Architect,PyTorch,0.99,Beginner
MAP_01606,Security Architect,Feature Engineering,0.65,Intermediate
MAP_01607,Security Architect,Apache Spark,0.97,Beginner
MAP_01608,Security Architect,Hive,0.72,Advanced
MAP_01609,Security Architect,Team Collaboration,0.65,Advanced
MAP_01610,Cloud Architect,Hive,0.76,Advanced
MAP_01611,Cloud Architect,Web Accessibility,0.85,Intermediate
MAP_01612,QA Engineer,Service Mesh,0.74,Beginner
MAP_01613,QA Engineer,LLM,0.81,Intermediate
MAP_01614,Mobile Engineer,Docker,0.74,Intermediate
MAP_01615,Mobile Engineer,Probability,0.68,Beginner
MAP_01616,Cloud Security Engineer,CI/CD,0.98,Intermediate
MAP_01617,Cloud Security Engineer,Docker,0.79,Intermediate
MAP_01618,Cloud Security Engineer,Presto,0.82,Beginner
MAP_01619,Incident Response Engineer,TensorFlow,0.65,Intermediate
MAP_01620,Incident Response Engineer,Zustand,0.64,Beginner
MAP_01621,Incident Response Engineer,Jest,0.9,Intermediate
MAP_01622,Senior Data Engineer,Logging,0.92,Beginner
MAP_01623,Senior Data Engineer,PostgreSQL,0.81,Advanced
MAP_01624,Node.js Developer,Tableau,0.79,Intermediate
MAP_01625,Node.js Developer,Tailwind CSS,0.65,Intermediate
MAP_01626,Node.js Developer,Critical Thinking,0.71,Advanced
MAP_01627,Node.js Developer,API Gateway,0.86,Advanced
MAP_01628,CTO,Data Visualization,0.81,Advanced
MAP_01629,CTO,Cloud Architecture,0.66,Advanced
MAP_01630,CTO,Responsive Design,0.93,Advanced
MAP_01631,CTO,Zustand,0.82,Beginner
MAP_01632,Incident Response Engineer,Python,0.79,Intermediate
MAP_01633,Incident Response Engineer,Statistics,0.9,Beginner
MAP_01634,Incident Response Engineer,Python Scripting,0.65,Intermediate
MAP_01635,Incident Response Engineer,GPT,0.91,Beginner
MAP_01636,Senior Backend Engineer,AWS,0.67,Advanced
MAP_01637,Senior Backend Engineer,React Testing Library,0.87,Beginner
MAP_01638,Network Engineer,GitLab CI,0.97,Intermediate
MAP_01639,Network Engineer,Kafka,0.79,Advanced
MAP_01640,Network Engineer,Cryptography,0.68,Beginner
MAP_01641,Application Security Engineer,Jenkins,0.85,Advanced
MAP_01642,Application Security Engineer,Model Evaluation,0.7,Intermediate
MAP_01643,ML Ops Engineer,API Gateway,0.98,Intermediate
MAP_01644,ML Ops Engineer,Kafka,0.67,Beginner
MAP_01645,Senior Data Engineer,Communication,0.98,Intermediate
MAP_01646,Senior Data Engineer,Observability,0.63,Advanced
MAP_01647,Senior Data Engineer,SOC 2,0.87,Advanced
MAP_01648,Senior Data Engineer,API Gateway,0.66,Advanced
MAP_01649,NLP Engineer,Zustand,0.71,Beginner
MAP_01650,NLP Engineer,Looker,0.82,Beginner
MAP_01651,NLP Engineer,Security Compliance,0.98,Intermediate
MAP_01652,Senior Backend Engineer,AWS,0.65,Advanced
MAP_01653,Senior Backend Engineer,GPT,0.67,Advanced
MAP_01654,Senior Backend Engineer,Configuration Management,0.85,Beginner
MAP_01655,Senior Backend Engineer,Machine Learning,0.78,Advanced
MAP_01656,Senior Data Scientist,SSL/TLS,0.66,Intermediate
MAP_01657,Senior Data Scientist,Leadership,0.98,Advanced
MAP_01658,Cloud Architect,Webpack,0.61,Beginner
MAP_01659,Cloud Architect,Java,0.8,Advanced
MAP_01660,Cloud Architect,SSL/TLS,0.73,Beginner
MAP_01661,Cloud Security Engineer,Django,0.77,Beginner
MAP_01662,Cloud Security Engineer,Firewalls,0.75,Beginner
MAP_01663,Cloud Security Engineer,Logging,0.95,Beginner
MAP_01664,Cloud Security Engineer,TypeScript,0.7,Beginner
MAP_01665,Site Reliability Engineer,Cloud Architecture,0.88,Advanced
MAP_01666,Site Reliability Engineer,Bash,0.72,Beginner
MAP_01667,Site Reliability Engineer,API Gateway,0.84,Advanced
MAP_01668,Site Reliability Engineer,Jest,0.95,Intermediate
MAP_01669,Senior Machine Learning Engineer,Infrastructure Automation,0.98,Intermediate
MAP_01670,Senior Machine Learning Engineer,Elasticsearch,0.79,Advanced
MAP_01671,Senior Machine Learning Engineer,Svelte,0.89,Intermediate
MAP_01672,Software Architect,GPT,0.94,Advanced
MAP_01673,Software Architect,Feature Engineering,0.95,Advanced
MAP_01674,Software Architect,Authorization,0.97,Advanced
MAP_01675,Penetration Tester,Infrastructure Automation,0.95,Advanced
MAP_01676,Penetration Tester,RESTful APIs,0.75,Advanced
MAP_01677,Penetration Tester,Cryptography,0.91,Beginner
MAP_01678,Penetration Tester,Bootstrap,0.62,Intermediate
MAP_01679,Cloud Architect,OAuth,0.98,Advanced
MAP_01680,Cloud Architect,Google Cloud Platform,0.96,Advanced
MAP_01681,Cloud Architect,Hyperparameter Tuning,0.82,Advanced
MAP_01682,Network Engineer,Big Data,0.64,Intermediate
MAP_01683,Network Engineer,Zustand,0.67,Intermediate
MAP_01684,Network Engineer,Observability,1.0,Advanced
MAP_01685,Network Engineer,API Gateway,0.68,Beginner
MAP_01686,Data Scientist,DevOps,0.87,Intermediate
MAP_01687,Data Scientist,Material UI,0.78,Beginner
MAP_01688,Data Scientist,Kafka,0.72,Advanced
MAP_01689,Data Scientist,Jenkins,0.64,Beginner
MAP_01690,Security Engineer,Kubernetes,0.86,Beginner
MAP_01691,Security Engineer,Mentoring,0.67,Intermediate
MAP_01692,Security Engineer,GraphQL,0.75,Beginner
MAP_01693,Security Engineer,Leadership,0.6,Beginner
MAP_01694,Senior QA Engineer,Monitoring Tools,0.76,Beginner
MAP_01695,Senior QA Engineer,Data Visualization,0.67,Beginner
MAP_01696,Senior Backend Engineer,SRE,0.96,Beginner
MAP_01697,Senior Backend Engineer,Cloud Security,0.6,Intermediate
MAP_01698,Senior Backend Engineer,JWT,0.9,Beginner
MAP_01699,Senior Backend Engineer,Monitoring,0.93,Advanced
MAP_01700,Solutions Engineer,Node.js,0.83,Beginner
MAP_01701,Solutions Engineer,ETL,0.62,Beginner
MAP_01702,Solutions Engineer,React,0.68,Beginner
MAP_01703,Solutions Engineer,Monitoring Tools,0.79,Intermediate
MAP_01704,Machine Learning Engineer,Material UI,0.79,Beginner
MAP_01705,Machine Learning Engineer,Rust,0.88,Beginner
MAP_01706,Machine Learning Engineer,Database Management,0.98,Intermediate
MAP_01707,VP of Engineering,NLP,0.72,Beginner
MAP_01708,VP of Engineering,Logging,0.67,Beginner
MAP_01709,Node.js Developer,Threat Modeling,0.6,Intermediate
MAP_01710,Node.js Developer,Kubernetes,1.0,Beginner
MAP_01711,Node.js Developer,GPT,0.78,Intermediate
MAP_01712,ML Ops Engineer,Threat Modeling,0.87,Beginner
MAP_01713,ML Ops Engineer,MySQL,0.88,Beginner
MAP_01714,ML Ops Engineer,Hadoop,0.9,Advanced
MAP_01715,ML Ops Engineer,GDPR,0.94,Intermediate
MAP_01716,Computer Vision Engineer,Angular,0.61,Beginner
MAP_01717,Computer Vision Engineer,Data Science,0.79,Advanced
MAP_01718,Senior Data Engineer,Jenkins,0.97,Advanced
MAP_01719,Senior Data Engineer,Stream Processing,0.83,Advanced
MAP_01720,Senior Data Engineer,Logging,0.74,Intermediate
MAP_01721,Senior Data Engineer,Probability,0.71,Beginner
MAP_01722,Senior Backend Engineer,JavaScript,0.69,Beginner
MAP_01723,Senior Backend Engineer,Angular,0.65,Advanced
MAP_01724,Senior Backend Engineer,Vulnerability Assessment,0.93,Intermediate
MAP_01725,Senior Backend Engineer,Web Accessibility,0.94,Advanced
MAP_01726,Director of Engineering,Negotiation,0.82,Advanced
MAP_01727,Director of Engineering,Data Science,0.81,Beginner
MAP_01728,DevOps Engineer,Message Queues,0.6,Beginner
MAP_01729,DevOps Engineer,Apache Spark,0.7,Advanced
MAP_01730,DevOps Engineer,React,0.98,Advanced
MAP_01731,DevOps Engineer,React Testing Library,0.96,Beginner
MAP_01732,Machine Learning Engineer,Redux,1.0,Beginner
MAP_01733,Machine Learning Engineer,Load Balancing,0.64,Intermediate
MAP_01734,Machine Learning Engineer,Observability,0.68,Intermediate
MAP_01735,Machine Learning Engineer,JavaScript,0.63,Beginner
MAP_01736,Solutions Engineer,Microservices,0.65,Beginner
MAP_01737,Solutions Engineer,Apache Spark,0.96,Intermediate
MAP_01738,Solutions Engineer,Linux,0.68,Intermediate
MAP_01739,Security Architect,Firewalls,0.67,Intermediate
MAP_01740,Security Architect,GraphQL,0.84,Advanced
MAP_01741,Frontend Engineer,GraphQL,0.8,Advanced
MAP_01742,Frontend Engineer,Stream Processing,0.63,Beginner
MAP_01743,Frontend Engineer,Performance Optimization,0.69,Intermediate
MAP_01744,Kubernetes Engineer,TensorFlow,0.96,Advanced
MAP_01745,Kubernetes Engineer,Time Management,0.77,Intermediate
MAP_01746,Kubernetes Engineer,HTML/CSS,0.84,Advanced
MAP_01747,QA Engineer,Cloud Security,0.66,Beginner
MAP_01748,QA Engineer,Logging,0.84,Intermediate
MAP_01749,QA Engineer,ELK Stack,0.74,Beginner
MAP_01750,Big Data Engineer,Communication,0.8,Intermediate
MAP_01751,Big Data Engineer,Apache Spark,0.79,Beginner
MAP_01752,Big Data Engineer,Docker,0.96,Intermediate
MAP_01753,Big Data Engineer,FastAPI,0.64,Advanced
MAP_01754,Backend Engineer,Rust,0.97,Intermediate
MAP_01755,Backend Engineer,JavaScript,0.69,Advanced
MAP_01756,Backend Engineer,Cloud Architecture,0.74,Beginner
MAP_01757,AI/ML Architect,Terraform,0.92,Intermediate
MAP_01758,AI/ML Architect,Hadoop,0.7,Advanced
MAP_01759,AI/ML Architect,Performance Optimization,0.97,Intermediate
MAP_01760,AI/ML Architect,Threat Modeling,0.96,Beginner
MAP_01761,Senior Data Scientist,Elasticsearch,0.91,Intermediate
MAP_01762,Senior Data Scientist,Linux,0.94,Advanced
MAP_01763,Security Architect,Azure,0.61,Intermediate
MAP_01764,Security Architect,Configuration Management,0.66,Advanced
MAP_01765,Technical Lead,Monitoring Tools,0.89,Intermediate
MAP_01766,Technical Lead,Performance Optimization,0.95,Beginner
MAP_01767,Technical Lead,Big Data,0.96,Intermediate
MAP_01768,Technical Lead,Problem Solving,0.98,Beginner
MAP_01769,Senior Backend Engineer,Performance Optimization,0.83,Intermediate
MAP_01770,Senior Backend Engineer,Apache Flink,0.76,Advanced
MAP_01771,Database Administrator,NLP,0.62,Beginner
MAP_01772,Database Administrator,BERT,1.0,Intermediate
MAP_01773,Network Engineer,Configuration Management,0.71,Beginner
MAP_01774,Network Engineer,FastAPI,0.94,Intermediate
MAP_01775,Network Engineer,Flask,0.98,Intermediate
MAP_01776,Senior DevOps Engineer,MySQL,0.78,Intermediate
MAP_01777,Senior DevOps Engineer,Infrastructure as Code,0.71,Intermediate
MAP_01778,Senior DevOps Engineer,Threat Modeling,0.82,Advanced
MAP_01779,React Developer,Power BI,0.74,Intermediate
MAP_01780,React Developer,AWS,0.86,Intermediate
MAP_01781,React Developer,SQL,0.77,Intermediate
MAP_01782,React Developer,Load Balancing,0.61,Intermediate
MAP_01783,Senior Backend Engineer,Data Visualization,0.67,Beginner
MAP_01784,Senior Backend Engineer,Kafka,0.83,Beginner
MAP_01785,Senior Backend Engineer,Auto Scaling,0.99,Beginner
MAP_01786,Senior Backend Engineer,Logging,0.85,Intermediate
MAP_01787,Big Data Engineer,Keras,0.8,Beginner
MAP_01788,Big Data Engineer,React,0.74,Beginner
MAP_01789,Big Data Engineer,Agile/Scrum,0.68,Advanced
MAP_01790,Test Architect,Time Management,0.72,Intermediate
MAP_01791,Test Architect,Stream Processing,0.73,Intermediate
MAP_01792,Test Architect,Infrastructure as Code,0.93,Beginner
MAP_01793,Test Architect,Infrastructure Automation,0.63,Advanced
MAP_01794,Test Architect,GPT,0.95,Intermediate
MAP_01795,Test Architect,MySQL,0.74,Intermediate
MAP_01796,Test Architect,Data Warehouse,0.75,Intermediate
MAP_01797,Test Architect,Infrastructure Automation,1.0,Intermediate
MAP_01798,Full Stack Developer,Logging,0.74,Beginner
MAP_01799,Full Stack Developer,Network Security,0.79,Advanced
MAP_01800,Full Stack Developer,DevOps,0.89,Advanced
MAP_01801,Backend Engineer,Machine Learning,0.83,Advanced
