job_id,job_title,field,industry,experience_level,education_required,required_skills,preferred_skills,job_type,location,salary_min,salary_max,remote_option,description,education_standardized,experience_years_proxy,experience_score,education_score,combined_job_text,job_tokens_lemmas
JOB_01682,cloud architect,cloud,telecommunications,lead,bachelor,bert;communication;cloud security;vulnerability assessment;etl,django;elk stack;session management,hybrid,"chicago, usa",52500,105000,on-site,seeking cloud architect with skills: bert;communication;cloud secur,bachelor,12,0.8,0.7,"cloud architect cloud telecommunications lead bachelor bert;communication;cloud security;vulnerability assessment;etl django;elk stack;session management hybrid chicago, usa on-site seeking cloud architect with skills: bert;communication;cloud secur",cloud architect cloud telecommunication lead bachelor bert;communication;cloud security;vulnerability assessment;etl django;elk stack;session management hybrid chicago usa site seek cloud architect skill bert;communication;cloud secur
JOB_01683,penetration tester,penetration,travel,mid-level,any,penetration testing;apache spark;threat modeling;etl;transformers,python;statistics;service mesh,contract,"sydney, australia",5000,10000,on-site,seeking penetration tester with skills: penetration testing;apache spa,any,4,0.2667,0.4,"penetration tester penetration travel mid-level any penetration testing;apache spark;threat modeling;etl;transformers python;statistics;service mesh contract sydney, australia on-site seeking penetration tester with skills: penetration testing;apache spa",penetration tester penetration travel mid level penetration testing;apache spark;threat modeling;etl;transformers python;statistics;service mesh contract sydney australia site seek penetration tester skill penetration testing;apache spa
JOB_01684,data architect,data,transportation,senior,bachelor,hadoop;observability;big data;mysql;gitlab ci,angular;jest;elasticsearch,contract,"quetta, pakistan",10000,20000,remote,seeking data architect with skills: hadoop;observability;big data;,bachelor,8,0.5333,0.7,"data architect data transportation senior bachelor hadoop;observability;big data;mysql;gitlab ci angular;jest;elasticsearch contract quetta, pakistan remote seeking data architect with skills: hadoop;observability;big data;",datum architect datum transportation senior bachelor hadoop;observability;big data;mysql;gitlab ci angular;jest;elasticsearch contract quetta pakistan remote seek datum architect skill hadoop;observability;big datum
JOB_01685,infrastructure engineer,infrastructure,travel,senior,bachelor,mysql;python;ci;cd;security architecture,jwt;kubernetes;owasp,full-time,"lahore, pakistan",10000,20000,on-site,seeking infrastructure engineer with skills: mysql;python;ci/cd;python;secu,bachelor,8,0.5333,0.7,"infrastructure engineer infrastructure travel senior bachelor mysql;python;ci;cd;security architecture jwt;kubernetes;owasp full-time lahore, pakistan on-site seeking infrastructure engineer with skills: mysql;python;ci/cd;python;secu",infrastructure engineer infrastructure travel senior bachelor mysql;python;ci;cd;security architecture jwt;kubernetes;owasp full time lahore pakistan site seek infrastructure engineer skill mysql;python;ci cd;python;secu
JOB_01686,incident response engineer,incident,logistics,senior,any,network security;typescript;apache spark;jenkins;restful apis,transformers;database management;model evaluation,contract,"chicago, usa",35000,70000,hybrid,seeking incident response engineer with skills: network security;typescript;ap,any,8,0.5333,0.4,"incident response engineer incident logistics senior any network security;typescript;apache spark;jenkins;restful apis transformers;database management;model evaluation contract chicago, usa hybrid seeking incident response engineer with skills: network security;typescript;ap",incident response engineer incident logistic senior network security;typescript;apache spark;jenkins;restful apis transformers;database management;model evaluation contract chicago usa hybrid seek incident response engineer skill network security;typescript;ap
JOB_01687,devops engineer,devops,gaming,mid-level,bachelor,kafka;hive;jest;microservices;aws,cryptography;github actions;data visualization,full-time,"austin, usa",17500,35000,remote,seeking devops engineer with skills: kafka;hive;jest;microservices;,bachelor,4,0.2667,0.7,"devops engineer devops gaming mid-level bachelor kafka;hive;jest;microservices;aws cryptography;github actions;data visualization full-time austin, usa remote seeking devops engineer with skills: kafka;hive;jest;microservices;",devops engineer devop game mid level bachelor kafka;hive;jest;microservices;aws cryptography;github actions;data visualization full time austin usa remote seek devop engineer skill kafka;hive;jest;microservice
JOB_01688,computer vision engineer,computer,e-commerce,junior,master,configuration management;soc 2;elk stack;bootstrap;deep learning,iso 27001;bert;monitoring tools,hybrid,"san francisco, usa",7000,17500,on-site,seeking computer vision engineer with skills: configuration management;soc 2,master,1,0.0667,0.85,"computer vision engineer computer e-commerce junior master configuration management;soc 2;elk stack;bootstrap;deep learning iso 27001;bert;monitoring tools hybrid san francisco, usa on-site seeking computer vision engineer with skills: configuration management;soc 2",computer vision engineer computer e commerce junior master configuration management;soc 2;elk stack;bootstrap;deep learn iso 27001;bert;monitoring tool hybrid san francisco usa site seek computer vision engineer skill configuration management;soc 2
JOB_01689,computer vision engineer,computer,retail,senior,master,jwt;hive;application security;message queues;apache flink,network security;security architecture;hive,contract,"seattle, usa",35000,70000,remote,seeking computer vision engineer with skills: jwt;hive;application security;,master,8,0.5333,0.85,"computer vision engineer computer retail senior master jwt;hive;application security;message queues;apache flink network security;security architecture;hive contract seattle, usa remote seeking computer vision engineer with skills: jwt;hive;application security;",computer vision engineer computer retail senior master jwt;hive;application security;message queues;apache flink network security;security architecture;hive contract seattle usa remote seek computer vision engineer skill jwt;hive;application security
JOB_01690,technical lead,technical,saas,senior,any,fastapi;github actions;mongodb;gpt;stream processing,gpt;gitlab ci;data pipeline,hybrid,"bangalore, india",10000,20000,hybrid,seeking technical lead with skills: fastapi;github actions;mongodb,any,8,0.5333,0.4,"technical lead technical saas senior any fastapi;github actions;mongodb;gpt;stream processing gpt;gitlab ci;data pipeline hybrid bangalore, india hybrid seeking technical lead with skills: fastapi;github actions;mongodb",technical lead technical saas senior fastapi;github actions;mongodb;gpt;stream process gpt;gitlab ci;data pipeline hybrid bangalore india hybrid seek technical lead skill fastapi;github actions;mongodb
JOB_01691,aws solutions architect,aws,edtech,mid-level,bachelor,linux;fastapi;material ui;load balancing;redux,observability;time management;vue.js,contract,"new york, usa",17500,35000,hybrid,seeking aws solutions architect with skills: linux;fastapi;material ui;load,bachelor,4,0.2667,0.7,"aws solutions architect aws edtech mid-level bachelor linux;fastapi;material ui;load balancing;redux observability;time management;vue.js contract new york, usa hybrid seeking aws solutions architect with skills: linux;fastapi;material ui;load",aw solution architect aws edtech mid level bachelor linux;fastapi;material ui;load balancing;redux observability;time management;vue.js contract new york usa hybrid seek aws solution architect skill linux;fastapi;material ui;load
JOB_01692,senior backend engineer,senior,finance,senior,bachelor,service mesh;iso 27001;elasticsearch;express;probability,communication;cryptography;etl,contract,"boston, usa",35000,70000,remote,seeking senior backend engineer with skills: service mesh;iso 27001;elastic,bachelor,8,0.5333,0.7,"senior backend engineer senior finance senior bachelor service mesh;iso 27001;elasticsearch;express;probability communication;cryptography;etl contract boston, usa remote seeking senior backend engineer with skills: service mesh;iso 27001;elastic",senior backend engineer senior finance senior bachelor service mesh;iso 27001;elasticsearch;express;probability communication;cryptography;etl contract boston usa remote seek senior backend engineer skill service mesh;iso 27001;elastic
JOB_01693,games engineer,games,logistics,mid-level,bachelor,hive;scikit-learn;reinforcement learning;observability;vite,etl;webpack;react,full-time,"quetta, pakistan",5000,10000,remote,seeking games engineer with skills: hive;scikit-learn;reinforcemen,bachelor,4,0.2667,0.7,"games engineer games logistics mid-level bachelor hive;scikit-learn;reinforcement learning;observability;vite etl;webpack;react full-time quetta, pakistan remote seeking games engineer with skills: hive;scikit-learn;reinforcemen",games engineer games logistic mid level bachelor hive;scikit learn;reinforcement learning;observability;vite etl;webpack;react full time quetta pakistan remote seeking game engineer skill hive;scikit learn;reinforcemen
JOB_01694,application security engineer,application,technology,senior,bachelor,tensorflow;ssl;tls;security architecture;svelte;feature engineering,gpt;redis;penetration testing,contract,"toronto, canada",25000,50000,hybrid,seeking application security engineer with skills: tensorflow;ssl/tls;security ar,bachelor,8,0.5333,0.7,"application security engineer application technology senior bachelor tensorflow;ssl;tls;security architecture;svelte;feature engineering gpt;redis;penetration testing contract toronto, canada hybrid seeking application security engineer with skills: tensorflow;ssl/tls;security ar",application security engineer application technology senior bachelor tensorflow;ssl;tls;security architecture;svelte;feature engineer gpt;redis;penetration testing contract toronto canada hybrid seek application security engineer skill tensorflow;ssl tls;security ar
JOB_01695,security architect,security,insurtech,junior,bachelor,elk stack;redux;data science;typescript;mentoring,azure;critical thinking;database management,full-time,"san francisco, usa",7000,17500,hybrid,seeking security architect with skills: elk stack;redux;data science;t,bachelor,1,0.0667,0.7,"security architect security insurtech junior bachelor elk stack;redux;data science;typescript;mentoring azure;critical thinking;database management full-time san francisco, usa hybrid seeking security architect with skills: elk stack;redux;data science;t",security architect security insurtech junior bachelor elk stack;redux;data science;typescript;mentore azure;critical thinking;database management full time san francisco usa hybrid seek security architect skill elk stack;redux;data science;t
JOB_01696,typescript developer,typescript,telecommunications,junior,bachelor,express;bert;pytorch;kubernetes;cost optimization,bash;database management;presto,contract,"portland, usa",7000,17500,remote,seeking typescript developer with skills: express;bert;pytorch;kubernete,bachelor,1,0.0667,0.7,"typescript developer typescript telecommunications junior bachelor express;bert;pytorch;kubernetes;cost optimization bash;database management;presto contract portland, usa remote seeking typescript developer with skills: express;bert;pytorch;kubernete",typescript developer typescript telecommunication junior bachelor express;bert;pytorch;kubernetes;cost optimization bash;database management;presto contract portland usa remote seek typescript developer skill express;bert;pytorch;kubernete
JOB_01697,senior qa engineer,senior,healthcare,lead,bachelor,data visualization;infrastructure as code;stream processing;service mesh;time management,django;tableau;authorization,contract,"lahore, pakistan",15000,30000,remote,seeking senior qa engineer with skills: data visualization;infrastruct,bachelor,12,0.8,0.7,"senior qa engineer senior healthcare lead bachelor data visualization;infrastructure as code;stream processing;service mesh;time management django;tableau;authorization contract lahore, pakistan remote seeking senior qa engineer with skills: data visualization;infrastruct",senior qa engineer senior healthcare lead bachelor datum visualization;infrastructure code;stream processing;service mesh;time management django;tableau;authorization contract lahore pakistan remote seek senior qa engineer skill datum visualization;infrastruct
JOB_01698,python developer,python,saas,mid-level,master,node.js;etl;service mesh;agile;scrum;cloud architecture,scikit-learn;nuxt.js;reinforcement learning,contract,"mumbai, india",5000,10000,hybrid,seeking python developer with skills: node.js;etl;service mesh;agile,master,4,0.2667,0.85,"python developer python saas mid-level master node.js;etl;service mesh;agile;scrum;cloud architecture scikit-learn;nuxt.js;reinforcement learning contract mumbai, india hybrid seeking python developer with skills: node.js;etl;service mesh;agile",python developer python saas mid level master node.js;etl;service mesh;agile;scrum;cloud architecture scikit learn;nuxt.js;reinforcement learn contract mumbai india hybrid seek python developer skill node.js;etl;service mesh;agile
JOB_01699,site reliability engineer,site,retail,lead,master,html;css;scikit-learn;presto;ssl;tls;pytorch,vulnerability assessment;bash;leadership,hybrid,"faisalabad, pakistan",15000,30000,remote,seeking site reliability engineer with skills: html/css;scikit-learn;presto;s,master,12,0.8,0.85,"site reliability engineer site retail lead master html;css;scikit-learn;presto;ssl;tls;pytorch vulnerability assessment;bash;leadership hybrid faisalabad, pakistan remote seeking site reliability engineer with skills: html/css;scikit-learn;presto;s",site reliability engineer site retail lead master html;css;scikit learn;presto;ssl;tls;pytorch vulnerability assessment;bash;leadership hybrid faisalabad pakistan remote seek site reliability engineer skill html css;scikit learn;presto;s
JOB_01700,database administrator,database,energy,senior,any,service mesh;material ui;sre;computer vision;fastapi,elk stack;model evaluation;security architecture,contract,"multan, pakistan",10000,20000,on-site,seeking database administrator with skills: service mesh;material ui;sre;c,any,8,0.5333,0.4,"database administrator database energy senior any service mesh;material ui;sre;computer vision;fastapi elk stack;model evaluation;security architecture contract multan, pakistan on-site seeking database administrator with skills: service mesh;material ui;sre;c",database administrator database energy senior service mesh;material ui;sre;computer vision;fastapi elk stack;model evaluation;security architecture contract multan pakistan site seek database administrator skill service mesh;material ui;sre;c
JOB_01701,frontend engineer,frontend,manufacturing,senior,bachelor,nuxt.js;observability;jest;team collaboration;cloud architecture,sre;security architecture;authorization,hybrid,"peshawar, pakistan",10000,20000,on-site,seeking frontend engineer with skills: nuxt.js;observability;jest;tea,bachelor,8,0.5333,0.7,"frontend engineer frontend manufacturing senior bachelor nuxt.js;observability;jest;team collaboration;cloud architecture sre;security architecture;authorization hybrid peshawar, pakistan on-site seeking frontend engineer with skills: nuxt.js;observability;jest;tea",frontend engineer frontend manufacture senior bachelor nuxt.js;observability;jest;team collaboration;cloud architecture sre;security architecture;authorization hybrid peshawar pakistan site seek frontend engineer skill nuxt.js;observability;jest;tea
JOB_01702,network engineer,network,manufacturing,lead,any,message queues;session management;load balancing;transformers;jest,bash;vue.js;material ui,hybrid,"vancouver, canada",37500,75000,remote,seeking network engineer with skills: message queues;session managem,any,12,0.8,0.4,"network engineer network manufacturing lead any message queues;session management;load balancing;transformers;jest bash;vue.js;material ui hybrid vancouver, canada remote seeking network engineer with skills: message queues;session managem",network engineer network manufacturing lead message queues;session management;load balancing;transformers;jest bash;vue.js;material ui hybrid vancouver canada remote seek network engineer skill message queues;session managem
JOB_01703,backend engineer,backend,technology,lead,bachelor,zustand;node.js;keras;gitlab ci;leadership,vite;terraform;redis,contract,"bangkok, thailand",15000,30000,on-site,seeking backend engineer with skills: zustand;node.js;keras;gitlab c,bachelor,12,0.8,0.7,"backend engineer backend technology lead bachelor zustand;node.js;keras;gitlab ci;leadership vite;terraform;redis contract bangkok, thailand on-site seeking backend engineer with skills: zustand;node.js;keras;gitlab c",backend engineer backend technology lead bachelor zustand;node.js;keras;gitlab ci;leadership vite;terraform;redis contract bangkok thailand site seek backend engineer skill zustand;node.js;keras;gitlab c
JOB_01704,vp of engineering,vp,automotive,lead,master,computer vision;message queues;nlp;network security;auto scaling,gpt;grafana;owasp,hybrid,"new york, usa",52500,105000,hybrid,seeking vp of engineering with skills: computer vision;message queues,master,12,0.8,0.85,"vp of engineering vp automotive lead master computer vision;message queues;nlp;network security;auto scaling gpt;grafana;owasp hybrid new york, usa hybrid seeking vp of engineering with skills: computer vision;message queues",vp engineering vp automotive lead master computer vision;message queues;nlp;network security;auto scaling gpt;grafana;owasp hybrid new york usa hybrid seek vp engineering skill computer vision;message queue
JOB_01705,site reliability engineer,site,transportation,junior,any,vite;session management;kafka;next.js;ci;cd,go;hive;sql,hybrid,"multan, pakistan",2000,5000,on-site,seeking site reliability engineer with skills: vite;session management;kafka;,any,1,0.0667,0.4,"site reliability engineer site transportation junior any vite;session management;kafka;next.js;ci;cd go;hive;sql hybrid multan, pakistan on-site seeking site reliability engineer with skills: vite;session management;kafka;",site reliability engineer site transportation junior vite;session management;kafka;next.js;ci;cd go;hive;sql hybrid multan pakistan site seek site reliability engineer skill vite;session management;kafka
JOB_01706,incident response engineer,incident,logistics,lead,master,prometheus;leadership;infrastructure automation;data pipeline;javascript,svelte;restful apis;cost optimization,full-time,singapore,15000,30000,remote,seeking incident response engineer with skills: prometheus;leadership;infrastr,master,12,0.8,0.85,incident response engineer incident logistics lead master prometheus;leadership;infrastructure automation;data pipeline;javascript svelte;restful apis;cost optimization full-time singapore remote seeking incident response engineer with skills: prometheus;leadership;infrastr,incident response engineer incident logistic lead master prometheus;leadership;infrastructure automation;data pipeline;javascript svelte;restful apis;cost optimization full time singapore remote seek incident response engineer skill prometheus;leadership;infrastr
JOB_01707,software architect,software,e-commerce,mid-level,any,auto scaling;application security;vulnerability assessment;bash;node.js,reinforcement learning;nlp;infrastructure as code,full-time,"islamabad, pakistan",5000,10000,remote,seeking software architect with skills: auto scaling;application secur,any,4,0.2667,0.4,"software architect software e-commerce mid-level any auto scaling;application security;vulnerability assessment;bash;node.js reinforcement learning;nlp;infrastructure as code full-time islamabad, pakistan remote seeking software architect with skills: auto scaling;application secur",software architect software e commerce mid level auto scaling;application security;vulnerability assessment;bash;node.js reinforcement learning;nlp;infrastructure code full time islamabad pakistan remote seek software architect skill auto scaling;application secur
JOB_01708,senior security engineer,senior,fintech,lead,bachelor,stream processing;python scripting;data pipeline;team collaboration;tensorflow,python;next.js;firewalls,full-time,"london, uk",37500,75000,on-site,seeking senior security engineer with skills: stream processing;python scrip,bachelor,12,0.8,0.7,"senior security engineer senior fintech lead bachelor stream processing;python scripting;data pipeline;team collaboration;tensorflow python;next.js;firewalls full-time london, uk on-site seeking senior security engineer with skills: stream processing;python scrip",senior security engineer senior fintech lead bachelor stream processing;python scripting;data pipeline;team collaboration;tensorflow python;next.js;firewalls full time london uk site seek senior security engineer skill stream processing;python scrip
JOB_01709,backend engineer,backend,manufacturing,senior,master,node.js;tensorflow;infrastructure automation;soc 2;feature engineering,session management;auto scaling;network security,full-time,"tokyo, japan",10000,20000,hybrid,seeking backend engineer with skills: node.js;tensorflow;infrastruct,master,8,0.5333,0.85,"backend engineer backend manufacturing senior master node.js;tensorflow;infrastructure automation;soc 2;feature engineering session management;auto scaling;network security full-time tokyo, japan hybrid seeking backend engineer with skills: node.js;tensorflow;infrastruct",backend engineer backend manufacturing senior master node.js;tensorflow;infrastructure automation;soc 2;feature engineering session management;auto scaling;network security full time tokyo japan hybrid seek backend engineer skill node.js;tensorflow;infrastruct
JOB_01710,senior backend engineer,senior,transportation,junior,bachelor,cryptography;javascript;redis;hadoop;tailwind css,api gateway;bash;flask,full-time,"miami, usa",7000,17500,hybrid,seeking senior backend engineer with skills: cryptography;javascript;redis;,bachelor,1,0.0667,0.7,"senior backend engineer senior transportation junior bachelor cryptography;javascript;redis;hadoop;tailwind css api gateway;bash;flask full-time miami, usa hybrid seeking senior backend engineer with skills: cryptography;javascript;redis;",senior backend engineer senior transportation junior bachelor cryptography;javascript;redis;hadoop;tailwind css api gateway;bash;flask full time miami usa hybrid seek senior backend engineer skill cryptography;javascript;redi
JOB_01711,data architect,data,technology,mid-level,bachelor,aws;gpt;etl;performance optimization;configuration management,infrastructure automation;elk stack;bootstrap,contract,"portland, usa",17500,35000,remote,seeking data architect with skills: aws;gpt;etl;performance optimi,bachelor,4,0.2667,0.7,"data architect data technology mid-level bachelor aws;gpt;etl;performance optimization;configuration management infrastructure automation;elk stack;bootstrap contract portland, usa remote seeking data architect with skills: aws;gpt;etl;performance optimi",datum architect datum technology mid level bachelor aws;gpt;etl;performance optimization;configuration management infrastructure automation;elk stack;bootstrap contract portland usa remote seek datum architect skill aws;gpt;etl;performance optimi
JOB_01712,mobile engineer,mobile,media,lead,master,kubernetes;reinforcement learning;microservices;rust;node.js,iso 27001;ssl;tls;looker,full-time,"los angeles, usa",52500,105000,hybrid,seeking mobile engineer with skills: kubernetes;reinforcement learn,master,12,0.8,0.85,"mobile engineer mobile media lead master kubernetes;reinforcement learning;microservices;rust;node.js iso 27001;ssl;tls;looker full-time los angeles, usa hybrid seeking mobile engineer with skills: kubernetes;reinforcement learn",mobile engineer mobile medium lead master kubernetes;reinforcement learning;microservices;rust;node.js iso 27001;ssl;tls;looker full time los angeles usa hybrid seek mobile engineer skill kubernetes;reinforcement learn
JOB_01713,systems engineer,systems,saas,junior,any,llm;machine learning;incident response;prometheus;team collaboration,negotiation;python;network security,hybrid,"rawalpindi, pakistan",2000,5000,remote,seeking systems engineer with skills: llm;machine learning;incident,any,1,0.0667,0.4,"systems engineer systems saas junior any llm;machine learning;incident response;prometheus;team collaboration negotiation;python;network security hybrid rawalpindi, pakistan remote seeking systems engineer with skills: llm;machine learning;incident",system engineer system saas junior llm;machine learning;incident response;prometheus;team collaboration negotiation;python;network security hybrid rawalpindi pakistan remote seek system engineer skill llm;machine learning;incident
JOB_01714,senior backend engineer,senior,travel,lead,bachelor,next.js;python scripting;go;ssl;tls;monitoring tools,google cloud platform;reinforcement learning;jest,contract,"manchester, uk",37500,75000,hybrid,seeking senior backend engineer with skills: next.js;python scripting;go;ss,bachelor,12,0.8,0.7,"senior backend engineer senior travel lead bachelor next.js;python scripting;go;ssl;tls;monitoring tools google cloud platform;reinforcement learning;jest contract manchester, uk hybrid seeking senior backend engineer with skills: next.js;python scripting;go;ss",senior backend engineer senior travel lead bachelor next.js;python scripting;go;ssl;tls;monitoring tool google cloud platform;reinforcement learning;j contract manchester uk hybrid seek senior backend engineer skill next.js;python scripting;go;ss
JOB_01715,application security engineer,application,manufacturing,lead,bachelor,apache flink;mongodb;security architecture;threat modeling;angular,fastapi;kubernetes;iso 27001,hybrid,singapore,15000,30000,on-site,seeking application security engineer with skills: apache flink;mongodb;security,bachelor,12,0.8,0.7,application security engineer application manufacturing lead bachelor apache flink;mongodb;security architecture;threat modeling;angular fastapi;kubernetes;iso 27001 hybrid singapore on-site seeking application security engineer with skills: apache flink;mongodb;security,application security engineer application manufacturing lead bachelor apache flink;mongodb;security architecture;threat modeling;angular fastapi;kubernetes;iso 27001 hybrid singapore site seek application security engineer skill apache flink;mongodb;security
JOB_01716,analytics engineer,analytics,e-commerce,junior,bachelor,bert;pytorch;security architecture;fastapi;azure,mentoring;security architecture;reinforcement learning,full-time,hong kong,2000,5000,hybrid,seeking analytics engineer with skills: bert;pytorch;security architec,bachelor,1,0.0667,0.7,analytics engineer analytics e-commerce junior bachelor bert;pytorch;security architecture;fastapi;azure mentoring;security architecture;reinforcement learning full-time hong kong hybrid seeking analytics engineer with skills: bert;pytorch;security architec,analytic engineer analytic e commerce junior bachelor bert;pytorch;security architecture;fastapi;azure mentoring;security architecture;reinforcement learn full time hong kong hybrid seek analytic engineer skill bert;pytorch;security architec
JOB_01717,ml ops engineer,ml,saas,mid-level,master,apache flink;time management;data visualization;google cloud platform;mysql,network security;data pipeline;gitlab ci,contract,"tokyo, japan",5000,10000,remote,seeking ml ops engineer with skills: apache flink;time management;d,master,4,0.2667,0.85,"ml ops engineer ml saas mid-level master apache flink;time management;data visualization;google cloud platform;mysql network security;data pipeline;gitlab ci contract tokyo, japan remote seeking ml ops engineer with skills: apache flink;time management;d",ml op engineer ml saas mid level master apache flink;time management;data visualization;google cloud platform;mysql network security;data pipeline;gitlab ci contract tokyo japan remote seek ml op engineer skill apache flink;time management;d
JOB_01718,test architect,test,transportation,mid-level,any,keras;jest;go;next.js;aws,responsive design;vite;graphql,full-time,"miami, usa",17500,35000,on-site,seeking test architect with skills: keras;jest;go;next.js;aws,any,4,0.2667,0.4,"test architect test transportation mid-level any keras;jest;go;next.js;aws responsive design;vite;graphql full-time miami, usa on-site seeking test architect with skills: keras;jest;go;next.js;aws",test architect test transportation mid level keras;jest;go;next.js;aw responsive design;vite;graphql full time miami usa site seek test architect skill keras;jest;go;next.js;aw
JOB_01719,cto,cto,healthcare,senior,master,reinforcement learning;infrastructure as code;application security;mentoring;hyperparameter tuning,data visualization;bash;tailwind css,contract,"sydney, australia",10000,20000,on-site,seeking cto with skills: reinforcement learning;infrast,master,8,0.5333,0.85,"cto cto healthcare senior master reinforcement learning;infrastructure as code;application security;mentoring;hyperparameter tuning data visualization;bash;tailwind css contract sydney, australia on-site seeking cto with skills: reinforcement learning;infrast",cto cto healthcare senior master reinforcement learning;infrastructure code;application security;mentoring;hyperparameter tune datum visualization;bash;tailwind css contract sydney australia site seek cto skill reinforcement learning;infrast
JOB_01720,infrastructure engineer,infrastructure,logistics,junior,master,ssl;tls;nlp;api gateway;github actions;responsive design,incident response;microservices;linux,hybrid,"islamabad, pakistan",2000,5000,remote,seeking infrastructure engineer with skills: ssl/tls;nlp;api gateway;github,master,1,0.0667,0.85,"infrastructure engineer infrastructure logistics junior master ssl;tls;nlp;api gateway;github actions;responsive design incident response;microservices;linux hybrid islamabad, pakistan remote seeking infrastructure engineer with skills: ssl/tls;nlp;api gateway;github",infrastructure engineer infrastructure logistics junior master ssl;tls;nlp;api gateway;github actions;responsive design incident response;microservices;linux hybrid islamabad pakistan remote seek infrastructure engineer skill ssl tls;nlp;api gateway;github
JOB_01721,senior data scientist,senior,energy,mid-level,master,tableau;vue.js;fastapi;security compliance;nuxt.js,tensorflow;jest;communication,contract,"faisalabad, pakistan",5000,10000,on-site,seeking senior data scientist with skills: tableau;vue.js;fastapi;securit,master,4,0.2667,0.85,"senior data scientist senior energy mid-level master tableau;vue.js;fastapi;security compliance;nuxt.js tensorflow;jest;communication contract faisalabad, pakistan on-site seeking senior data scientist with skills: tableau;vue.js;fastapi;securit",senior datum scientist senior energy mid level master tableau;vue.js;fastapi;security compliance;nuxt.js tensorflow;jest;communication contract faisalabad pakistan site seek senior datum scientist skill tableau;vue.js;fastapi;securit
JOB_01722,senior qa engineer,senior,retail,senior,master,network security;cryptography;fastapi;aws;terraform,security compliance;webpack;time management,full-time,singapore,10000,20000,remote,seeking senior qa engineer with skills: network security;cryptography;,master,8,0.5333,0.85,senior qa engineer senior retail senior master network security;cryptography;fastapi;aws;terraform security compliance;webpack;time management full-time singapore remote seeking senior qa engineer with skills: network security;cryptography;,senior qa engineer senior retail senior master network security;cryptography;fastapi;aws;terraform security compliance;webpack;time management full time singapore remote seek senior qa engineer skill network security;cryptography
JOB_01723,network engineer,network,energy,lead,any,graphql;data pipeline;express;hadoop;elk stack,communication;redux;leadership,full-time,"san francisco, usa",52500,105000,on-site,seeking network engineer with skills: graphql;data pipeline;express;,any,12,0.8,0.4,"network engineer network energy lead any graphql;data pipeline;express;hadoop;elk stack communication;redux;leadership full-time san francisco, usa on-site seeking network engineer with skills: graphql;data pipeline;express;",network engineer network energy lead graphql;data pipeline;express;hadoop;elk stack communication;redux;leadership full time san francisco usa site seek network engineer skill graphql;data pipeline;express
JOB_01724,ai research scientist,ai,energy,lead,master,cost optimization;jest;elasticsearch;hive;mongodb,load balancing;monitoring;network security,contract,"new york, usa",52500,105000,remote,seeking ai research scientist with skills: cost optimization;jest;elastic,master,12,0.8,0.85,"ai research scientist ai energy lead master cost optimization;jest;elasticsearch;hive;mongodb load balancing;monitoring;network security contract new york, usa remote seeking ai research scientist with skills: cost optimization;jest;elastic",ai research scientist ai energy lead master cost optimization;jest;elasticsearch;hive;mongodb load balancing;monitoring;network security contract new york usa remote seeking ai research scientist skill cost optimization;jest;elastic
JOB_01725,vp of engineering,vp,energy,senior,master,monitoring tools;microservices;security compliance;transformers;ssl;tls,javascript;postgresql;mongodb,contract,"bangalore, india",10000,20000,hybrid,seeking vp of engineering with skills: monitoring tools;microservices,master,8,0.5333,0.85,"vp of engineering vp energy senior master monitoring tools;microservices;security compliance;transformers;ssl;tls javascript;postgresql;mongodb contract bangalore, india hybrid seeking vp of engineering with skills: monitoring tools;microservices",vp engineering vp energy senior master monitoring tools;microservices;security compliance;transformers;ssl;tls javascript;postgresql;mongodb contract bangalore india hybrid seek vp engineering skill monitoring tools;microservice
JOB_01726,automation engineer,automation,automotive,senior,master,ssl;tls;etl;go;cryptography;kafka,power bi;terraform;cloud architecture,hybrid,"dubai, uae",10000,20000,remote,seeking automation engineer with skills: ssl/tls;etl;go;cryptography;ka,master,8,0.5333,0.85,"automation engineer automation automotive senior master ssl;tls;etl;go;cryptography;kafka power bi;terraform;cloud architecture hybrid dubai, uae remote seeking automation engineer with skills: ssl/tls;etl;go;cryptography;ka",automation engineer automation automotive senior master ssl;tls;etl;go;cryptography;kafka power bi;terraform;cloud architecture hybrid dubai uae remote seek automation engineer skill ssl tls;etl;go;cryptography;ka
JOB_01727,database administrator,database,automotive,senior,bachelor,reinforcement learning;etl;logging;github actions;neural networks,stream processing;owasp;sre,hybrid,"tokyo, japan",10000,20000,remote,seeking database administrator with skills: reinforcement learning;etl;log,bachelor,8,0.5333,0.7,"database administrator database automotive senior bachelor reinforcement learning;etl;logging;github actions;neural networks stream processing;owasp;sre hybrid tokyo, japan remote seeking database administrator with skills: reinforcement learning;etl;log",database administrator database automotive senior bachelor reinforcement learning;etl;logging;github actions;neural network stream processing;owasp;sre hybrid tokyo japan remote seek database administrator skill reinforcement learning;etl;log
JOB_01728,network engineer,network,technology,lead,bachelor,kubernetes;neural networks;time management;monitoring tools;azure,linux;jwt;html;css,hybrid,"dubai, uae",15000,30000,on-site,seeking network engineer with skills: kubernetes;neural networks;tim,bachelor,12,0.8,0.7,"network engineer network technology lead bachelor kubernetes;neural networks;time management;monitoring tools;azure linux;jwt;html;css hybrid dubai, uae on-site seeking network engineer with skills: kubernetes;neural networks;tim",network engineer network technology lead bachelor kubernetes;neural networks;time management;monitoring tools;azure linux;jwt;html;css hybrid dubai uae site seek network engineer skill kubernetes;neural networks;tim
